Date,Coal Production,Natural Gas (Dry) Production,Crude Oil Production,Natural Gas Plant Liquids Production,Total Fossil Fuels Production,Nuclear Electric Power Production,Hydroelectric Power Production,Geothermal Energy Production,Solar Energy Production,Wind Energy Production,Biomass Energy Production,Total Renewable Energy Production,Total Primary Energy Production,Coal Consumption,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Petroleum Consumption (Excluding Biofuels),Total Fossil Fuels Consumption,Nuclear Electric Power Consumption,Hydroelectric Power Consumption,Geothermal Energy Consumption,Solar Energy Consumption,Wind Energy Consumption,Biomass Energy Consumption,Total Renewable Energy Consumption,Total Primary Energy Consumption,Aviation Gasoline CO2 Emissions,"Coal, Including Coal Coke Net Imports, CO2 Emissions","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions",Hydrocarbon Gas Liquids CO2 Emissions,Jet Fuel CO2 Emissions,Kerosene CO2 Emissions,Lubricants CO2 Emissions,"Motor Gasoline, Excluding Ethanol, CO2 Emissions","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions",Other Petroleum Products CO2 Emissions,Petroleum Coke CO2 Emissions,"Petroleum, Excluding Biofuels, CO2 Emissions",Residual Fuel Oil CO2 Emissions,Total Energy CO2 Emissions,GDP,Employment Rate,Industrial Output
1973-01-01,1.166486,1.908249,1.649833,0.208064,4.932632,0.068103,0.089562,0.00049,Not Available,Not Available,0.129787,0.219839,5.220574,1.166191,2.397308,3.185268,6.747651,0.068103,0.089562,0.00049,Not Available,Not Available,0.129787,0.219839,7.039731,0.428,109.552,55.157,10.463,13.742,5.222,1.037,70.948,125.557,8.754,4.85,218.972,48.37,454.082,1377.49,57.5,44.4196
1973-02-01,1.086072,1.922543,1.525783,0.195184,4.729582,0.064634,0.079544,0.000448,Not Available,Not Available,0.117338,0.19733,4.991545,1.050588,2.170646,2.941986,6.163095,0.064634,0.079544,0.000448,Not Available,Not Available,0.117338,0.19733,6.428796,0.431,98.833,51.771,8.848,12.193,4.475,1.025,67.422,113.75,7.674,3.992,202.519,44.686,415.102,1389.6223333333332,57.6,44.5439
1973-03-01,1.196571,1.86843,1.667094,0.214807,4.946902,0.072494,0.088284,0.000464,Not Available,Not Available,0.129938,0.218686,5.238082,1.046856,2.057315,2.942485,6.044647,0.072494,0.088284,0.000464,Not Available,Not Available,0.129938,0.218686,6.339964,0.459,98.483,44.46,6.687,12.293,2.582,1.105,75.532,107.7,8.659,4.357,201.245,45.111,407.428,1401.7546666666667,57.699999999999996,44.6682
1973-04-01,1.11223,1.777561,1.616791,0.20969,4.716271,0.06407,0.083152,0.000542,Not Available,Not Available,0.125636,0.20933,4.989672,0.998979,1.873535,2.621315,5.493184,0.06407,0.083152,0.000542,Not Available,Not Available,0.125636,0.20933,5.770589,0.446,94.15,33.973,5.793,12.112,2.031,0.979,73.415,97.838,8.23,4.179,176.222,35.063,368.21,1413.887,57.8,44.7925
1973-05-01,1.216978,1.859241,1.665377,0.215398,4.956995,0.062111,0.085643,0.000505,Not Available,Not Available,0.129834,0.215982,5.235087,1.014502,1.765309,2.836567,5.613551,0.062111,0.085643,0.000505,Not Available,Not Available,0.129834,0.215982,5.895781,0.549,95.424,35.591,5.489,13.756,1.702,1.156,80.105,92.039,8.688,4.645,188.57,36.889,376.032,1420.5373333333332,57.83333333333333,44.91876666666666
1973-06-01,1.103861,1.802065,1.603224,0.206945,4.716096,0.073968,0.08206,0.000579,Not Available,Not Available,0.125611,0.208249,4.998313,1.050077,1.566214,2.731435,5.347479,0.073968,0.08206,0.000579,Not Available,Not Available,0.125611,0.208249,5.6337,0.471,98.888,31.175,4.503,12.039,1.464,1.006,78.155,81.657,8.846,4.872,179.443,36.914,359.988,1427.1876666666667,57.86666666666667,45.045033333333336
1973-07-01,1.034037,1.841884,1.65724,0.215115,4.748276,0.07589,0.0774,0.000614,Not Available,Not Available,0.129787,0.2078,5.031966,1.110438,1.590718,2.80454,5.504556,0.07589,0.0774,0.000614,Not Available,Not Available,0.129787,0.2078,5.792383,0.419,104.371,31.004,4.416,12.941,1.91,1.22,81.449,82.866,9.082,4.803,182.532,35.288,369.77,1433.838,57.9,45.1713
1973-08-01,1.319832,1.857199,1.648505,0.216461,5.041997,0.084883,0.072936,0.000579,Not Available,Not Available,0.129918,0.203432,5.330313,1.135679,1.615222,2.999441,5.748879,0.084883,0.072936,0.000579,Not Available,Not Available,0.129918,0.203432,6.041332,0.668,106.631,34.029,5.232,12.956,1.886,1.187,84.156,84.098,9.168,5.01,194.606,40.315,385.335,1447.9883333333332,58.0,45.3972
1973-09-01,1.142385,1.803086,1.577362,0.208671,4.731504,0.085724,0.059029,0.00049,Not Available,Not Available,0.125782,0.1853,5.002528,1.057732,1.559067,2.761173,5.376782,0.085724,0.059029,0.00049,Not Available,Not Available,0.125782,0.1853,5.651809,0.462,99.436,34.466,5.331,12.808,2.296,1.04,73.854,81.115,8.302,4.341,180.789,37.889,361.34,1462.1386666666667,58.1,45.6231
1973-10-01,1.285586,1.836779,1.658452,0.217504,4.998321,0.081971,0.062967,0.000578,Not Available,Not Available,0.12997,0.193514,5.273806,1.083177,1.743868,2.936519,5.7653,0.081971,0.062967,0.000578,Not Available,Not Available,0.12997,0.193514,6.044923,0.55,102.224,39.032,6.645,13.631,2.308,1.28,77.434,90.662,8.591,5.142,192.508,37.895,385.393,1476.289,58.2,45.849
1973-11-01,1.178337,1.825548,1.594008,0.21261,4.810504,0.088773,0.069063,0.00062,Not Available,Not Available,0.125643,0.195326,5.094602,1.08859,1.945005,3.053629,6.08844,0.088773,0.069063,0.00062,Not Available,Not Available,0.125643,0.195326,6.376542,0.475,102.639,45.213,7.985,12.27,3.804,1.135,76.575,101.315,7.902,4.404,204.469,44.706,408.423,1481.2623333333333,58.2,45.7125
1973-12-01,1.149749,1.886808,1.629568,0.214072,4.880197,0.087557,0.090131,0.0008,Not Available,Not Available,0.129824,0.220755,5.188508,1.16868,2.227822,2.991666,6.388515,0.087557,0.090131,0.0008,Not Available,Not Available,0.129824,0.220755,6.700965,0.413,110.014,49.169,8.148,13.422,3.065,1.121,72.33,116.242,8.255,4.543,203.538,43.072,429.794,1486.2356666666667,58.2,45.576
1974-01-01,1.251148,1.895424,1.60631,0.20816,4.961042,0.084855,0.0995,0.000704,Not Available,Not Available,0.130807,0.23101,5.276907,1.145845,2.28352,2.944909,6.378043,0.084855,0.0995,0.000704,Not Available,Not Available,0.130807,0.23101,6.697586,0.441,108.393,51.104,8.9,11.072,4.007,1.175,67.314,119.741,8.129,4.517,201.071,44.412,429.205,1491.209,58.2,45.4395
1974-02-01,1.16539,1.728512,1.484696,0.191245,4.569843,0.090577,0.091476,0.000621,Not Available,Not Available,0.118091,0.210188,4.870608,1.036439,2.103296,2.677772,5.820458,0.090577,0.091476,0.000621,Not Available,Not Available,0.118091,0.210188,6.124546,0.304,98.038,46.322,7.244,9.608,3.264,0.979,63.896,110.109,7.398,4.04,182.582,39.528,390.73,1504.1580000000001,58.13333333333333,45.449333333333335
1974-03-01,1.195337,1.860608,1.611977,0.213341,4.881263,0.097966,0.09495,0.000707,Not Available,Not Available,0.130727,0.226384,5.205612,1.050801,2.051072,2.740105,5.845649,0.097966,0.09495,0.000707,Not Available,Not Available,0.130727,0.226384,6.173677,0.578,99.523,42.161,6.559,11.808,2.29,1.104,71.461,107.295,7.686,4.732,185.77,37.392,392.588,1517.107,58.06666666666667,45.45916666666667
1974-04-01,1.268152,1.747968,1.55799,0.201046,4.775157,0.079566,0.095969,0.000666,Not Available,Not Available,0.126583,0.223218,5.07794,0.994963,1.731584,2.624656,5.355618,0.079566,0.095969,0.000666,Not Available,Not Available,0.126583,0.223218,5.661961,0.445,94.502,36.774,5.697,11.234,1.618,1.055,72.467,90.595,8.126,4.075,175.995,34.504,361.092,1530.056,58.0,45.469
1974-05-01,1.343967,1.813504,1.602122,0.207002,4.966595,0.073242,0.096337,0.000667,Not Available,Not Available,0.130789,0.227793,5.26763,1.029181,1.646592,2.678975,5.359907,0.073242,0.096337,0.000667,Not Available,Not Available,0.130789,0.227793,5.66462,0.462,97.724,32.635,5.104,12.979,0.917,1.17,78.228,85.88,8.262,3.82,176.641,33.064,360.245,1540.046,57.93333333333333,45.41356666666667
1974-06-01,1.120607,1.709056,1.527761,0.199631,4.557055,0.079015,0.091719,0.000645,Not Available,Not Available,0.126611,0.218976,4.855046,1.014433,1.473536,2.65905,5.150392,0.079015,0.091719,0.000645,Not Available,Not Available,0.126611,0.218976,5.451943,0.527,96.07,30.639,4.803,11.353,1.428,0.919,77.655,76.821,8.597,4.123,174.094,34.05,346.984,1550.036,57.86666666666667,45.358133333333335
1974-07-01,1.149793,1.784832,1.578667,0.202951,4.716243,0.113953,0.090437,0.000716,Not Available,Not Available,0.130756,0.221909,5.052105,1.110438,1.550336,2.793658,5.458003,0.113953,0.090437,0.000716,Not Available,Not Available,0.130756,0.221909,5.797544,0.479,104.88,30.75,4.841,12.706,1.603,1.122,80.706,80.739,9.549,4.078,182.019,36.184,367.638,1560.026,57.8,45.3027
1974-08-01,1.209619,1.757184,1.564057,0.205275,4.736135,0.137654,0.082727,0.000707,Not Available,Not Available,0.130763,0.214197,5.087985,1.112559,1.54624,2.825426,5.488069,0.137654,0.082727,0.000707,Not Available,Not Available,0.130763,0.214197,5.843598,0.64,105.132,30.75,5.071,12.725,1.809,1.014,81.893,80.445,9.422,4.166,184.496,37.005,370.072,1573.2436666666667,57.63333333333333,44.7002
1974-09-01,1.227477,1.723392,1.46907,0.194217,4.614156,0.12288,0.07361,0.000653,Not Available,Not Available,0.126637,0.2009,4.937936,1.005508,1.573888,2.64493,5.230848,0.12288,0.07361,0.000653,Not Available,Not Available,0.126637,0.2009,5.558188,0.468,95.599,30.76,5.73,13.246,1.716,1.094,71.689,81.77,8.39,4.494,172.631,35.044,350.0,1586.4613333333334,57.46666666666666,44.097699999999996
1974-10-01,1.41053,1.734656,1.548304,0.206563,4.900053,0.121248,0.068931,0.000663,Not Available,Not Available,0.130718,0.200312,5.221613,1.051737,1.746944,2.905632,5.713389,0.121248,0.068931,0.000663,Not Available,Not Available,0.130718,0.200312,6.038628,0.557,100.218,38.462,6.76,12.484,2.475,1.126,77.843,90.836,8.857,3.838,190.605,38.204,381.659,1599.679,57.3,43.4952
1974-11-01,0.791646,1.697792,1.490971,0.200829,4.181238,0.122819,0.072773,0.000789,Not Available,Not Available,0.126506,0.200068,4.504126,1.022021,1.870848,2.859805,5.757535,0.122819,0.072773,0.000789,Not Available,Not Available,0.126506,0.200068,6.083982,0.409,96.61,40.697,7.346,12.323,2.434,0.978,73.472,97.414,8.418,4.136,191.775,41.561,385.799,1605.1580000000001,56.93333333333333,42.530166666666666
1974-12-01,0.940784,1.757184,1.533068,0.204559,4.435595,0.148309,0.079542,0.00083,Not Available,Not Available,0.130674,0.211046,4.79495,1.088954,2.154496,3.065694,6.314029,0.148309,0.079542,0.00083,Not Available,Not Available,0.130674,0.211046,6.677062,0.348,102.597,51.342,8.513,12.89,3.141,0.992,76.053,112.563,8.454,4.454,209.839,43.651,424.999,1610.637,56.56666666666667,41.56513333333333
1975-01-01,1.275523,1.737742,1.520203,0.19817,4.731639,0.153503,0.086356,0.000694,Not Available,Not Available,0.127269,0.214319,5.099461,1.131658,2.295208,3.072693,6.508066,0.153503,0.086356,0.000694,Not Available,Not Available,0.127269,0.214319,6.87768,0.341,107.622,52.785,8.686,12.899,2.828,1.018,71.971,120.049,8.335,4.424,210.883,47.595,438.554,1616.116,56.2,40.6001
1975-02-01,1.198498,1.607054,1.395202,0.180795,4.381549,0.140232,0.082404,0.000662,Not Available,Not Available,0.114942,0.198008,4.719789,1.038817,1.979719,2.632196,5.658866,0.140232,0.082404,0.000662,Not Available,Not Available,0.114942,0.198008,5.998725,0.365,98.975,45.765,6.934,12.006,2.937,0.716,63.856,103.804,7.004,4.026,181.255,37.645,384.035,1628.0283333333334,56.1,40.42483333333333
1975-03-01,1.216907,1.697923,1.527123,0.201627,4.643579,0.163893,0.096386,0.000747,Not Available,Not Available,0.127251,0.224384,5.031856,1.072008,1.942963,2.776781,5.794307,0.163893,0.096386,0.000747,Not Available,Not Available,0.127251,0.224384,6.184376,0.362,101.683,43.842,6.939,12.136,2.15,0.73,73.36,101.811,7.614,3.992,190.169,39.043,393.663,1639.9406666666666,56.0,40.24956666666667
1975-04-01,1.237491,1.632579,1.471448,0.192447,4.533965,0.146773,0.091791,0.000748,Not Available,Not Available,0.123139,0.215679,4.896417,0.996432,1.608075,2.639706,5.244039,0.146773,0.091791,0.000748,Not Available,Not Available,0.123139,0.215679,5.608225,0.41,94.247,39.873,5.699,12.044,1.819,0.968,75.397,84.462,7.281,4.171,179.274,31.61,357.983,1651.853,55.9,40.0743
1975-05-01,1.292673,1.649936,1.506504,0.195436,4.644549,0.15158,0.095581,0.000812,Not Available,Not Available,0.127303,0.223695,5.019824,0.976643,1.358951,2.578863,4.917011,0.15158,0.095581,0.000812,Not Available,Not Available,0.127303,0.223695,5.294079,0.389,92.643,31.734,4.155,12.072,1.252,0.946,79.688,71.138,7.867,3.889,172.524,30.531,336.304,1671.1753333333334,55.96666666666667,40.40416666666667
1975-06-01,1.298947,1.595823,1.465219,0.193757,4.553746,0.140348,0.09355,0.001007,Not Available,Not Available,0.123241,0.217798,4.911891,1.021948,1.283397,2.57824,4.881923,0.140348,0.09355,0.001007,Not Available,Not Available,0.123241,0.217798,5.241803,0.423,96.166,29.234,3.834,11.842,1.644,1.005,79.416,67.018,7.942,4.029,170.193,30.825,333.377,1690.4976666666666,56.03333333333333,40.73403333333333
1975-07-01,1.062764,1.637684,1.498766,0.19717,4.396385,0.169294,0.0879,0.001013,Not Available,Not Available,0.127288,0.216202,4.78188,1.081702,1.340573,2.678403,5.099561,0.169294,0.0879,0.001013,Not Available,Not Available,0.127288,0.216202,5.486849,0.504,101.557,28.098,4.771,11.793,1.254,0.953,81.651,69.975,8.992,4.866,175.359,32.479,346.891,1709.82,56.1,41.0639
1975-08-01,1.197399,1.637684,1.48313,0.200634,4.518846,0.174883,0.077892,0.001099,Not Available,Not Available,0.127321,0.206312,4.900041,1.116476,1.397749,2.687048,5.199413,0.174883,0.077892,0.001099,Not Available,Not Available,0.127321,0.206312,5.5824,0.471,104.64,28.952,5.082,12.936,1.376,1.035,81.276,72.856,8.62,4.519,175.827,31.559,353.323,1727.157,56.1,41.36163333333333
1975-09-01,1.295192,1.565193,1.440656,0.185566,4.486607,0.158543,0.070756,0.000969,Not Available,Not Available,0.12321,0.194934,4.840084,1.00335,1.39877,2.596741,4.996158,0.158543,0.070756,0.000969,Not Available,Not Available,0.12321,0.194934,5.35137,0.476,94.139,27.905,5.321,12.423,1.556,0.998,75.517,72.839,8.245,4.358,169.763,32.964,336.741,1744.494,56.1,41.65936666666666
1975-10-01,1.39571,1.608075,1.496731,0.199767,4.700282,0.161078,0.07806,0.001117,Not Available,Not Available,0.127312,0.206489,5.067849,1.020889,1.576424,2.781396,5.377048,0.161078,0.07806,0.001117,Not Available,Not Available,0.127312,0.206489,5.746407,0.471,96.01,35.658,6.116,12.309,1.879,1.091,78.602,82.033,8.252,4.929,182.495,33.188,360.537,1761.831,56.1,41.9571
1975-11-01,1.248596,1.580508,1.440349,0.192415,4.461868,0.155988,0.084171,0.001085,Not Available,Not Available,0.12318,0.208436,4.826293,1.044129,1.67444,2.590402,5.309492,0.155988,0.084171,0.001085,Not Available,Not Available,0.12318,0.208436,5.675651,0.374,98.367,32.805,6.428,11.929,1.827,0.832,71.712,87.228,8.111,4.357,172.433,34.057,358.029,1781.383,56.233333333333334,42.382999999999996
1975-12-01,1.269616,1.689755,1.483988,0.200159,4.643518,0.183682,0.08951,0.001124,Not Available,Not Available,0.127277,0.217911,5.045111,1.158734,2.092029,3.086312,6.337521,0.183682,0.08951,0.001124,Not Available,Not Available,0.127277,0.217911,6.740907,0.322,108.982,50.525,8.876,11.226,3.541,0.977,78.954,109.313,8.664,4.541,210.226,42.601,428.521,1800.935,56.36666666666667,42.8089
1976-01-01,1.213441,1.70952,1.480073,0.191487,4.59452,0.177844,0.089904,0.001119,Not Available,Not Available,0.145049,0.236073,5.008438,1.201363,2.33682,3.17305,6.710216,0.177844,0.089904,0.001119,Not Available,Not Available,0.145049,0.236073,7.126622,0.301,112.973,57.25,9.756,11.751,3.834,0.853,74.202,122.418,8.659,4.77,216.994,45.619,452.385,1820.487,56.5,43.2348
1976-02-01,1.239038,1.60752,1.384489,0.185392,4.416439,0.158824,0.084626,0.001053,Not Available,Not Available,0.135695,0.221374,4.796637,1.063557,1.97676,2.797522,5.836128,0.158824,0.084626,0.001053,Not Available,Not Available,0.135695,0.221374,6.218654,0.292,100.126,46.083,6.76,11.168,2.621,0.914,67.952,103.688,8.433,4.072,190.405,42.111,394.22,1831.102,56.63333333333333,43.4218
1976-03-01,1.40428,1.67382,1.480148,0.195131,4.753379,0.15458,0.091629,0.001127,Not Available,Not Available,0.145051,0.237807,5.145766,1.103547,1.75542,2.950439,5.807521,0.15458,0.091629,0.001127,Not Available,Not Available,0.145051,0.237807,6.202396,0.367,104.008,44.482,5.952,11.933,2.042,1.193,79.91,91.964,8.713,4.519,199.773,40.662,395.745,1841.717,56.766666666666666,43.6088
1976-04-01,1.363644,1.58508,1.405398,0.18893,4.543052,0.121316,0.083378,0.001015,Not Available,Not Available,0.140363,0.224756,4.889124,1.054029,1.53816,2.744806,5.334664,0.121316,0.083378,0.001015,Not Available,Not Available,0.140363,0.224756,5.683145,0.387,99.377,35.928,4.993,12.079,1.73,1.064,80.351,80.482,8.403,4.241,184.511,35.334,364.37,1852.332,56.9,43.7958
1976-05-01,1.336766,1.63302,1.460788,0.191803,4.622377,0.131784,0.088065,0.00097,Not Available,Not Available,0.145047,0.234082,4.988243,1.060057,1.46268,2.723288,5.243322,0.131784,0.088065,0.00097,Not Available,Not Available,0.145047,0.234082,5.611677,0.38,99.98,33.556,4.561,11.856,1.004,1.016,79.475,76.373,8.693,4.389,180.621,35.69,356.974,1863.7406666666668,56.93333333333333,43.9922
1976-06-01,1.377928,1.6014,1.408431,0.187703,4.575462,0.174072,0.088182,0.001008,Not Available,Not Available,0.140405,0.229595,4.979129,1.09882,1.3617,2.777649,5.236508,0.174072,0.088182,0.001008,Not Available,Not Available,0.140405,0.229595,5.642583,0.523,103.527,31.412,4.234,11.626,1.501,1.123,83.97,71.05,9.059,4.128,183.101,35.524,357.678,1875.1493333333333,56.96666666666667,44.1886
1976-07-01,1.024087,1.63608,1.461264,0.192278,4.313708,0.195628,0.089807,0.001089,Not Available,Not Available,0.145088,0.235984,4.745321,1.171113,1.39944,2.834785,5.40514,0.195628,0.089807,0.001089,Not Available,Not Available,0.145088,0.235984,5.83924,0.424,110.328,30.038,4.392,13.59,1.28,1.154,84.836,72.914,9.407,3.777,186.182,37.284,369.424,1886.558,57.0,44.385
1976-08-01,1.239015,1.59732,1.458288,0.192831,4.487455,0.202851,0.082153,0.001072,Not Available,Not Available,0.14511,0.228336,4.918642,1.17987,1.34334,2.842559,5.367256,0.202851,0.082153,0.001072,Not Available,Not Available,0.14511,0.228336,5.800932,0.513,111.255,29.803,4.815,11.939,1.213,1.012,83.131,69.972,8.932,5.2,185.741,39.184,366.967,1902.463,57.0,44.65303333333333
1976-09-01,1.39756,1.52796,1.418036,0.187333,4.530889,0.191006,0.070186,0.001044,Not Available,Not Available,0.140436,0.211665,4.93356,1.081958,1.32804,2.778502,5.18912,0.191006,0.070186,0.001044,Not Available,Not Available,0.140436,0.211665,5.594199,0.402,102.154,33.761,4.849,12.515,1.862,1.098,79.443,69.14,8.491,4.429,182.62,35.771,353.913,1918.368,57.0,44.92106666666667
1976-10-01,1.357336,1.60038,1.44978,0.193373,4.600868,0.191723,0.07269,0.001014,Not Available,Not Available,0.145114,0.218818,5.01141,1.119412,1.65342,2.902739,5.681201,0.191723,0.07269,0.001014,Not Available,Not Available,0.145114,0.218818,6.09423,0.396,106.259,40.361,6.829,11.268,2.002,1.031,80.357,85.949,8.381,4.118,192.009,37.266,384.216,1934.273,57.0,45.1891
1976-11-01,1.354684,1.59732,1.40585,0.189464,4.547319,0.178235,0.068463,0.000854,Not Available,Not Available,0.140651,0.209968,4.935522,1.176231,1.9125,3.107876,6.197897,0.178235,0.068463,0.000854,Not Available,Not Available,0.140651,0.209968,6.588508,0.358,110.972,47.888,8.193,11.697,2.687,1.017,78.991,99.76,8.606,3.675,209.171,46.061,419.903,1952.398,57.06666666666667,45.49346666666667
1976-12-01,1.345908,1.71156,1.449298,0.19199,4.698756,0.233256,0.0699,0.000975,Not Available,Not Available,0.145364,0.216239,5.148251,1.27411,2.27664,3.50877,7.0619,0.233256,0.0699,0.000975,Not Available,Not Available,0.145364,0.216239,7.513884,0.319,120.216,62.175,9.706,12.696,3.92,1.042,82.779,119.068,9.317,4.23,239.508,53.323,478.791,1970.523,57.13333333333333,45.79783333333334
1977-01-01,1.018424,1.699965,1.412172,0.185924,4.316486,0.238556,0.07163,0.001057,Not Available,Not Available,0.15622,0.228907,4.783949,1.266433,2.457547,3.507984,7.230327,0.238556,0.07163,0.001057,Not Available,Not Available,0.15622,0.228907,7.702837,0.276,119.192,67.997,10.258,13.053,4.595,0.997,75.059,128.725,9.146,4.729,241.145,55.035,489.062,1988.648,57.2,46.1022
1977-02-01,1.122619,1.635642,1.321762,0.172248,4.252271,0.211078,0.052424,0.000923,Not Available,Not Available,0.141176,0.194523,4.657872,1.121735,1.854136,3.158978,6.134899,0.211078,0.052424,0.000923,Not Available,Not Available,0.141176,0.194523,6.545058,0.322,105.947,56.646,8.589,11.576,3.076,0.784,72.273,97.524,8.851,3.988,215.249,49.143,418.72,2011.0683333333334,57.4,46.5854
1977-03-01,1.519874,1.711196,1.454512,0.202492,4.888075,0.222619,0.068518,0.001046,Not Available,Not Available,0.156217,0.225781,5.336475,1.12922,1.751015,3.098805,5.97723,0.222619,0.068518,0.001046,Not Available,Not Available,0.156217,0.225781,6.430677,0.406,106.716,45.848,6.039,12.837,1.855,1.33,80.112,91.671,9.614,4.809,209.45,46.602,407.838,2033.4886666666666,57.6,47.0686
1977-04-01,1.380722,1.606033,1.417213,0.193225,4.597192,0.213943,0.064508,0.000933,Not Available,Not Available,0.151161,0.216602,5.027738,1.041243,1.469219,2.900699,5.409177,0.213943,0.064508,0.000933,Not Available,Not Available,0.151161,0.216602,5.844606,0.385,98.488,37.829,4.735,12.157,1.474,1.064,82.434,76.829,9.698,4.133,194.595,40.686,369.912,2055.909,57.8,47.5518
1977-05-01,1.423046,1.652999,1.451839,0.194436,4.72232,0.221834,0.064629,0.001007,Not Available,Not Available,0.156186,0.221823,5.165976,1.103387,1.407959,2.901985,5.413653,0.221834,0.064629,0.001007,Not Available,Not Available,0.156186,0.221823,5.862356,0.402,104.485,37.051,4.502,12.241,1.363,1.193,81.52,73.406,9.642,4.469,192.313,39.93,370.204,2076.7636666666667,57.86666666666667,47.725833333333334
1977-06-01,1.436582,1.611138,1.409736,0.187709,4.645165,0.23172,0.059609,0.000991,Not Available,Not Available,0.151153,0.211752,5.088636,1.1621,1.360993,2.989659,5.512801,0.23172,0.059609,0.000991,Not Available,Not Available,0.151153,0.211752,5.961157,0.52,109.769,35.701,4.6,11.809,1.223,1.183,85.214,70.957,9.606,4.14,195.873,41.876,376.599,2097.6183333333333,57.93333333333333,47.89986666666667
1977-07-01,1.131161,1.635642,1.457215,0.193105,4.417123,0.235032,0.05813,0.001048,Not Available,Not Available,0.15592,0.215097,4.867252,1.257119,1.352825,3.007273,5.618804,0.235032,0.05813,0.001048,Not Available,Not Available,0.15592,0.215097,6.073979,0.566,118.581,33.966,4.247,12.88,1.746,1.111,86.277,70.544,10.471,6.183,198.596,41.149,387.72,2118.473,58.0,48.0739
1977-08-01,1.315823,1.607054,1.493558,0.191119,4.607554,0.244991,0.05783,0.00096,Not Available,Not Available,0.156081,0.214871,5.067417,1.231003,1.392644,3.09014,5.714704,0.244991,0.05783,0.00096,Not Available,Not Available,0.156081,0.214871,6.179614,0.489,115.926,35.053,4.592,13.738,1.507,1.24,86.05,72.559,10.651,4.841,202.765,44.604,391.25,2133.7386666666666,58.166666666666664,48.176500000000004
1977-09-01,1.581361,1.56213,1.475474,0.18412,4.803085,0.211395,0.056835,0.001028,Not Available,Not Available,0.15111,0.208974,5.223454,1.135635,1.456967,2.936273,5.535869,0.211395,0.056835,0.001028,Not Available,Not Available,0.15111,0.208974,5.961122,0.464,107.742,34.982,4.679,12.542,1.608,1.067,82.11,75.81,9.518,5.123,193.527,41.434,377.078,2149.0043333333333,58.333333333333336,48.2791
1977-10-01,1.542177,1.590718,1.541501,0.195904,4.8703,0.205053,0.05948,0.001075,Not Available,Not Available,0.156172,0.216727,5.29208,1.127504,1.549878,3.039576,5.72095,0.205053,0.05948,0.001075,Not Available,Not Available,0.156172,0.216727,6.147777,0.373,106.906,40.435,6.046,12.565,2.438,1.107,82.693,80.677,10.147,4.893,200.302,39.605,387.885,2164.27,58.5,48.3817
1977-11-01,1.570311,1.569277,1.492792,0.188986,4.821366,0.209548,0.070583,0.00108,Not Available,Not Available,0.151,0.222663,5.253577,1.139472,1.72549,3.03494,5.900695,0.209548,0.070583,0.00108,Not Available,Not Available,0.151,0.222663,6.33779,0.368,107.586,44.078,6.859,12.371,2.114,1.065,80.709,89.925,10.071,4.846,202.388,39.907,399.9,2177.1,58.6,48.33596666666667
1977-12-01,0.712642,1.686692,1.525963,0.196384,4.12168,0.255994,0.078744,0.001075,Not Available,Not Available,0.155935,0.235754,4.613428,1.207253,2.152268,3.41633,6.781158,0.255994,0.078744,0.001075,Not Available,Not Available,0.155935,0.235754,7.277954,0.292,114.381,56.009,8.608,13.495,3.542,0.956,85.526,112.454,10.273,4.399,232.166,49.067,459.001,2189.9300000000003,58.699999999999996,48.29023333333333
1978-01-01,0.526477,1.700711,1.50307,0.185722,3.91598,0.282638,0.086454,0.001095,Not Available,Not Available,0.173128,0.260677,4.459295,1.195802,2.427258,3.369733,6.994146,0.282638,0.086454,0.001095,Not Available,Not Available,0.173128,0.260677,7.543179,0.308,112.772,59.372,9.266,12.145,3.997,0.955,77.483,126.942,10.17,4.83,229.997,51.47,469.711,2202.76,58.8,48.2445
1978-02-01,0.538357,1.609001,1.360355,0.168351,3.676065,0.238869,0.076606,0.00094,Not Available,Not Available,0.156387,0.233933,4.148867,1.00151,2.179641,3.234538,6.416481,0.238869,0.076606,0.00094,Not Available,Not Available,0.156387,0.233933,6.894447,0.31,94.299,58.322,8.148,12.383,3.708,0.981,72.03,114.279,9.298,4.001,221.693,52.513,430.271,2245.717666666667,58.96666666666666,48.89216666666667
1978-03-01,0.889942,1.704787,1.567879,0.189763,4.352372,0.245611,0.084951,0.000777,Not Available,Not Available,0.173136,0.258863,4.856846,0.953062,1.954442,3.368195,6.280715,0.245611,0.084951,0.000777,Not Available,Not Available,0.173136,0.258863,6.790907,0.437,90.23,54.709,6.504,13.704,2.578,1.09,84.138,102.439,10.042,4.641,229.634,51.791,422.303,2288.675333333333,59.13333333333333,49.539833333333334
1978-04-01,1.357373,1.627343,1.534251,0.186888,4.705855,0.192342,0.087281,0.000655,Not Available,Not Available,0.167349,0.255285,5.153482,1.019025,1.568241,2.938869,5.537677,0.192342,0.087281,0.000655,Not Available,Not Available,0.167349,0.255285,5.990837,0.385,97.705,40.088,4.508,12.096,1.345,1.185,80.832,82.029,10.47,3.382,196.807,42.514,376.54,2331.633,59.3,50.1875
